NameRu,UtcOffset,PostalCode,Latitude,Longitude
Дзержинск,3,606000,56.2376047,43.4599416
Заволжье,3,606520,56.6404286,43.3872492
Княгинино,3,606340,55.8205915,45.032337
Кстово,3,607650,56.1432084,44.1664198
Кулебаки,3,607010,55.4296181,42.5125538
Лукоянов,3,607800,55.0326225,44.4933807
Лысково,3,606210,56.0262359,45.035771
Навашино,3,607100,55.543811,42.1887089
Нижний Новгород,3,603000,56.3240627,44.0053913
Павлово,3,606100,55.9797564,43.0995042
Первомайск,3,607751,54.8675792,43.8013992
Перевоз,3,607400,55.5967718,44.5448369
Саров,3,607180,54.9228268,43.3448089
Семенов,3,606605,56.7889794,44.4902885
Сергач,3,607510,55.5201515,45.4813231
Урень,3,606803,57.4612572,45.7833293
Чкаловск,3,606540,56.7651262,43.242077
Шахунья,3,606910,57.6764293,46.6129009
Боровичи,3,174400,58.3840197,33.9175929
Валдай,3,175400,57.9823766,33.2369436
Великий Новгород,3,173000,58.5213846,31.2755394
Малая Вишера,3,174260,58.8458379,32.2247401
Окуловка,3,174350,58.3910296,33.2901557
Пестово,3,174510,58.5973723,35.8143898
Сольцы,3,175040,58.1201281,30.309351
Старая Русса,3,175200,57.990737,31.3554897
Холм,3,175270,57.145108,31.1787499
Чудово,3,174210,59.1248394,31.6866241
Барабинск,7,632330,55.35146,78.3464506
Бердск,7,633000,54.7582156,83.1070605
Болотное,7,633340,55.6692421,84.3906889
Искитим,7,633200,54.6267603,83.2951244
Карасук,7,632860,53.7343189,78.0422967
Каргат,7,632400,55.1945666,80.2829495
Куйбышев,7,632380,55.4685094,78.3242048
Купино,7,632730,54.366055,77.2973368
Новосибирск,7,630000,55.028191,82.9211489
Обь,7,633100,54.9945576,82.6937181
Татарск,7,632120,55.2146167,75.9739914
Тогучин,7,633450,55.2251631,84.4104118
Черепаново,7,633520,54.2206476,83.3724521
Чулым,7,632550,55.0906867,80.9592508
Исилькуль,6,646020,54.9096002,71.2816284
Калачинск,6,646900,55.0598155,74.5653644
Называевск,6,646100,55.5689323,71.3503426
Омск,6,644000,54.9848566,73.3674517
Тара,6,646530,56.9160511,74.3649194
Тюкалинск,6,646330,55.8703415,72.1954747
Абдулино,5,461743,53.6778906,53.6472483
Бугуруслан,5,461630,53.6523728,52.4326853
Бузулук,5,461040,52.7881277,52.2624877
Гай,5,462631,51.4649189,58.4436875
Кувандык,5,462240,51.4783857,57.3612636
Медногорск,5,462271,51.4037617,57.583163
Новотроицк,5,462351,51.1964202,58.3018192
Оренбург,5,460000,51.7875092,55.1018828
Орск,5,462400,51.2294282,58.4752777
Соль-Илецк,5,461504,51.1633736,54.9896726
Сорочинск,5,461900,52.426685,53.1542745
Ясный,5,462780,51.036838,59.874344
Болхов,3,303140,53.4438496,36.0076833
Дмитровск,3,303240,52.5054851,35.1415009
Ливны,3,303850,52.4284558,37.6039506
Малоархангельск,3,303360,52.4002192,36.5038579
Мценск,3,303030,53.2788438,36.5749105
Новосиль,3,303500,52.97454,37.0437146
Орёл,3,302000,52.9671298,36.0696427
Белинский,3,442250,52.9640996,43.4183212
Городище,3,442310,53.2726916,45.7026142
Заречный,3,442960,53.1960836,45.1689907
Каменка,3,442240,53.1855463,44.0469717
Кузнецк,3,442530,53.1130888,46.605092
Нижний Ломов,3,442150,53.5300905,43.6730217
Никольск,3,442680,53.7137496,46.0799857
Пенза,3,440000,53.1753314,45.0348625
Сердобск,3,442890,52.4697595,44.2122414
Спасск,3,442600,53.9271974,43.1859073
Сурск,3,442300,53.0761357,45.6910796
Александровск,5,618320,59.1613221,57.5763459
Березники,5,618400,59.4079923,56.8039427
Верещагино,5,617119,58.0797571,54.6581309
Горнозаводск,5,618820,58.3742532,58.3231716
Гремячинск,5,618270,58.5626082,57.8520572
Губаха,5,618250,58.8371721,57.554533
Добрянка,5,618730,58.469685,56.4130737
Кизел,5,618350,59.0512783,57.6471028
Красновишерск,5,618590,60.3901321,57.0535682
Краснокамск,5,617060,58.0822065,55.7479936
Кудымкар,5,619000,59.0167925,54.6572508
Кунгур,5,617470,57.4283296,56.9438656
Лысьва,5,618900,58.0995875,57.8086825
Нытва,5,617000,57.9336725,55.3356084
Оса,5,618120,57.2889515,55.4688668
Оханск,5,618100,57.7180034,55.3872469
Очер,5,617140,57.8852686,54.7161091
Пермь,5,614000,58.0102583,56.2342034
Соликамск,5,618541,59.6482998,56.771009
Усолье,5,618460,59.4277573,56.6837872
Чайковский,5,617760,56.7781501,54.1477965
Чердынь,5,618601,60.4011933,56.4799933
Чермоз,5,617040,58.7842834,56.1507138
Чернушка,5,617830,56.5160768,56.0763049
Чусовой,5,618200,58.2974596,57.8193615
Арсеньев,10,692330,44.1622031,133.2696209
Артем,10,692486,43.3501675,132.1596175
Большой Камень,10,692801,43.1111742,132.3480082
Владивосток,10,690000,43.1164904,131.8823937
Дальнегорск,10,692437,44.5539457,135.5662716
Дальнереченск,10,692130,45.9308483,133.7316907
Лесозаводск,10,692031,45.4780092,133.4186199
Находка,10,692900,42.8239372,132.8927361
Партизанск,10,692851,43.1280578,133.1264567
Спасск-Дальний,10,692230,44.5901175,132.8157288
Уссурийск,10,692500,43.7971818,131.9518229
Фокино,10,692880,42.9706317,132.4110196
Великие Луки,3,182100,56.332208,30.5508641
Гдов,3,181600,58.7432429,27.8264809
Дно,3,182670,57.826974,29.9629389
Невель,3,182500,56.0201973,29.9239983
Новоржев,3,182440,57.029807,29.3433083
Новосокольники,3,182200,56.3408431,30.1527573
Опочка,3,182333,56.710725,28.6717519
Остров,3,181353,57.3451528,28.3437593
Печоры,3,181502,57.8145817,27.622259
Порхов,3,182620,57.7765219,29.5436626
Псков,3,180000,57.8194415,28.3317198
Пустошка,3,182300,56.3374813,29.3668055
Пыталово,3,181410,57.0637952,27.9236214
Себеж,3,182250,56.2908554,28.4724326
Азов,3,346780,47.1121589,39.4232555
Аксай,3,346720,47.2676314,39.8756872
Батайск,3,346880,47.1383299,39.7507179
Белая Калитва,3,347040,48.1769737,40.8033529
Волгодонск,3,347360,47.5165338,42.1984951
Гуково,3,347870,48.0448904,39.9484672
Донецк,3,346330,48.3350706,39.945891
Зверево,3,346310,48.0435487,40.1265822
Зерноград,3,347740,46.8495958,40.312837
Каменск-Шахтинский,3,347800,48.3205326,40.2689583
Константиновск,3,347250,47.5773717,41.0967445
Красный Сулин,3,346350,47.8831311,40.0781298
Миллерово,3,346130,48.9260077,40.3984087
Морозовск,3,347210,48.3511807,41.8309225
Новочеркасск,3,346400,47.411919,40.1042098
Новошахтинск,3,346900,47.757773,39.9363697
Пролетарск,3,347540,46.7038963,41.727594
Ростов-на-Дону,3,344000,47.2224566,39.718803
Сальск,3,347630,46.4752095,41.5410415
Семикаракорск,3,346630,47.5177337,40.8114167
Таганрог,3,347900,47.2094917,38.9350989
Цимлянск,3,347320,47.6477448,42.0931505
Шахты,3,346500,47.7085287,40.2159846
Касимов,3,391300,54.9373475,41.3913211
Кораблино,3,391200,53.9246659,40.0227745
Михайлов,3,391710,54.2297402,39.0091481
Новомичуринск,3,391160,54.0376572,39.74654
Рыбное,3,391110,54.7256164,39.5134398
Ряжск,3,391960,53.7067584,40.0522274
Рязань,3,390000,54.6254445,39.7358609
Сасово,3,391430,54.3508885,41.9117422
Скопин,3,391800,53.823543,39.5492421
Спас-Клепики,3,391030,55.1291721,40.1745338
Спасск-Рязанский,3,391050,54.4070719,40.3763426
Шацк,3,391550,54.0287312,41.7181803
Жигулевск,4,445350,53.4011981,49.4945176
Кинель,4,446430,53.2210298,50.6343776
Нефтегорск,4,446600,52.7972914,51.1637392
Новокуйбышевск,4,446200,53.0994565,49.9477382
Октябрьск,4,445240,53.1640488,48.670762
Отрадный,4,446300,53.3800848,51.3438605
Похвистнево,4,446450,53.6498299,52.1235156
Самара,4,443000,53.1950306,50.1069518
Сызрань,4,446000,53.1558674,48.4744629
Тольятти,4,445000,53.5205348,49.3894028
Чапаевск,4,446100,52.928961,49.8673269
Аркадак,4,412210,51.938831,43.4999221
Аткарск,4,412420,51.8736062,45.0003247
Балаково,4,413840,52.0224231,47.7827765
Балашов,4,412300,51.5388697,43.1839757
Вольск,4,412900,52.0459865,47.3873595
Ершов,4,413500,51.3508505,48.2762226
Калининск,4,412480,51.4993591,44.4710435
Красноармейск,4,412800,51.023541,45.695044
Красный Кут,4,413230,50.9598317,46.9712016
Маркс,4,413075,51.7133337,46.7400339
Новоузенск,4,413360,50.455199,48.1413153
Петровск,4,412540,52.3094237,45.3851877
Пугачев,4,413720,52.0159921,48.7972223
Ртищево,4,412030,52.2616271,43.7842248
Саратов,4,410000,51.5303047,45.9529348
Хвалынск,4,412780,52.4951572,48.1045771
Шиханы,4,412950,52.1147391,47.2023118
Энгельс,4,413100,51.4854003,46.126722
Александровск-Сахалинский,11,694420,50.8974378,142.1578559
Анива,11,694030,46.713152,142.5265804
Долинск,11,694051,47.3255783,142.7945071
Корсаков,11,694020,46.6324545,142.799445
Курильск,11,694530,45.2270954,147.8796323
Макаров,11,694140,48.6236334,142.7803205
Невельск,11,694740,46.6526899,141.8630725
Оха,11,694490,53.5867839,142.9412411
Поронайск,11,694240,49.238866,143.1008333
Северо-Курильск,11,694550,50.6730577,156.1282211
Томари,11,694820,47.7620108,142.0615837
Углегорск,11,694920,49.0815774,142.0692639
Холмск,11,694620,47.0408423,142.041688
Южно-Сахалинск,11,693000,46.9591631,142.737976
Алапаевск,5,624600,57.8475571,61.6693817
Арамиль,5,624000,56.694632,60.8343125
Артемовский,5,623780,57.3384177,61.8947443
Асбест,5,624260,57.0052277,61.4581156
Березовский,5,623700,56.9095924,60.8180907
Богданович,5,623530,56.7764795,62.0463679
Верхний Тагил,5,624160,57.3763758,59.9517653
Верхняя Пышма,5,624090,56.9758903,60.5650383
Верхняя Салда,5,624760,58.0465803,60.5560164
Верхняя Тура,5,624320,58.3643685,59.8265235
Верхотурье,5,624380,58.8622073,60.8103945
Волчанск,5,624940,59.9351707,60.0798618
Дегтярск,5,623270,56.7048206,60.079138
Екатеринбург,5,620000,56.8385216,60.6054911
Заречный,5,624250,56.8102931,61.3380029
Ивдель,5,624590,60.6944496,60.4245069
Ирбит,5,623850,57.6838362,63.057675
Каменск-Уральский,5,623400,56.414962,61.9188674
Камышлов,5,624860,56.8465034,62.7119766
Карпинск,5,624930,59.7665925,60.0011703
Качканар,5,624350,58.7051762,59.4839155
Кировград,5,624140,57.4299433,60.0624051
Краснотурьинск,5,624440,59.7636635,60.1934525
Красноуральск,5,624330,58.348651,60.0408764
Красноуфимск,5,623300,56.612387,57.7636637
Кушва,5,624300,58.2826013,59.7645766
Лесной,5,624200,58.6348516,59.7981565
Михайловск,5,623080,56.4370039,59.1137316
Невьянск,5,624191,57.49131,60.2183429
Нижние Серги,5,623090,56.6544959,59.2953035
Нижний Тагил,5,622000,57.910126,59.9812853
Нижняя Салда,5,624740,58.0748272,60.7025418
Нижняя Тура,5,624220,58.6309267,59.8520344
Новая Ляля,5,624400,59.0538977,60.5944825
Новоуральск,5,624130,57.2472567,60.0956714
Первоуральск,5,623100,56.9080085,59.942926
Полевской,5,623382,56.4956952,60.2365298
Ревда,5,623280,56.7986319,59.9071591
Реж,5,623750,57.3717477,61.3833842
Североуральск,5,624480,60.1533109,59.9525245
Серов,5,624981,59.6047724,60.5753882
Среднеуральск,5,624070,56.9918901,60.4771018
Сухой Лог,5,624800,56.9076193,62.0358093
Сысерть,5,624021,56.5005715,60.8190003
Тавда,5,623950,58.0434672,65.274217
Талица,5,623640,57.0122687,63.7320757
Туринск,5,623900,58.0393524,63.6981973
Алагир,3,363240,43.0417684,44.2199715
Ардон,3,363331,43.1755152,44.2955775
Беслан,3,363020,43.1937529,44.5338707
Владикавказ,3,362000,43.020588,44.6819182
Дигора,3,363410,43.1567628,44.1549483
Моздок,3,363750,43.7471342,44.6569607
Велиж,3,216290,55.6057916,31.1856206
Вязьма,3,215110,55.2116983,34.2951663
Гагарин,3,215010,55.5525228,34.9950502
Демидов,3,216240,55.2682105,31.5062809
Десногорск,3,216400,54.146457,33.2833222
Дорогобуж,3,215710,54.9136959,33.3023162
Духовщина,3,216200,55.1950257,32.401252
Ельня,3,216330,54.5837795,33.1749867
Починок,3,216450,54.406244,32.4398039
Рославль,3,216500,53.9449558,32.8480258
Рудня,3,216790,54.9441093,31.0794806
Сафоново,3,215500,55.1199661,33.2336988
Смоленск,3,214000,54.7866913,31.8152477
Сычевка,3,215279,55.8308821,34.2778793
Ярцево,3,215800,55.0564732,32.6902302
Благодарный,3,356420,45.0989782,43.4306455
Буденновск,3,356800,44.7816067,44.1650339
Георгиевск,3,357820,44.1485694,43.4739851
Ессентуки,3,357600,44.0446186,42.8588653
Железноводск,3,357400,44.1320568,43.0306461
Зеленокумск,3,357910,44.4032668,43.8841877
Изобильный,3,356140,45.3684296,41.708702
Ипатово,3,356630,45.7181751,42.8970206
Кисловодск,3,357700,43.9052044,42.7168721
Лермонтов,3,357340,44.1054107,42.973135
Минеральные Воды,3,357200,44.2087273,43.138408
Михайловск,3,356240,45.1297323,42.0288443
Невинномысск,3,357100,44.6226031,41.9476723
Нефтекумск,3,356880,44.7544552,44.9865347
Новоалександровск,3,356000,45.4932733,41.2153996
Новопавловск,3,357300,43.9617097,43.6342865
Пятигорск,3,357500,44.041091,43.0661553
Светлоград,3,356530,45.328659,42.8565714
Ставрополь,3,355000,45.044516,41.9689655
Жердевка,3,393670,51.8422192,41.4617687
Кирсанов,3,393360,52.6506335,42.7286445
Котовск,3,393190,52.5924489,41.5101237
Мичуринск,3,393760,52.8912389,40.5104443
Моршанск,3,393929,53.4436216,41.8115478
Рассказово,3,393250,52.6538833,41.874285
Тамбов,3,392000,52.7213154,41.452264
Уварово,3,393460,51.9767841,42.2529799
Агрыз,3,422230,56.5232864,52.9943775
Азнакаево,3,423330,54.8598642,53.0745527
Альметьевск,3,423403,54.9014619,52.2970467
Арск,3,422000,56.0912567,49.877067
Бавлы,3,423930,54.4062891,53.2458065
Болгар,3,422840,54.974891,49.0303882
Бугульма,3,423230,54.5363495,52.7895849
Буинск,3,422430,54.9641538,48.2901209
Елабуга,3,423600,55.7567107,52.0543794
Заинск,3,423520,55.299053,52.0062972
Зеленодольск,3,422521,55.8466651,48.5010954
Иннополис,3,420500,55.7521699,48.7446846
Казань,3,420000,55.7943584,49.1114975
Кукмор,3,422110,56.1861392,50.8970238
Лаишево,3,422610,55.4042867,49.5499838
Лениногорск,3,423250,54.5967034,52.4431906
Мамадыш,3,422190,55.7150413,51.4129016
Менделеевск,3,423650,55.895169,52.3143347
Мензелинск,3,423700,55.7270698,53.1003968
Набережные Челны,3,423800,55.7434619,52.3959165
Нижнекамск,3,423570,55.6313609,51.8144669
Нурлат,3,423040,54.4281461,50.8049337
Тетюши,3,422370,54.936516,48.8314533
Чистополь,3,422951,55.3699139,50.6285784
Андреаполь,3,172800,56.6506724,32.2620163
Бежецк,3,171980,57.7860089,36.6904983
Белый,3,172530,55.8339056,32.9389741
Бологое,3,171070,57.8855767,34.0537771
Весьегонск,3,171720,58.6582598,37.2567558
Вышний Волочек,3,171150,57.568302,34.5404016
Западная Двина,3,172610,56.2566492,32.0805315
Зубцов,3,172332,56.1760868,34.5825515
Калязин,3,171571,57.2579478,37.7819693
Кашин,3,171640,57.360194,37.6119436
Кимры,3,171500,56.8733213,37.3556605
Конаково,3,171250,56.7275204,36.8012716
Красный Холм,3,171660,58.0571446,37.1126156
Кувшиново,3,172110,57.0265168,34.1676009
Лихославль,3,171210,57.1221304,35.4667605
Нелидово,3,172520,56.2232566,32.7767459
Осташков,3,172730,57.1456744,33.1115372
Ржев,3,172380,56.262881,34.3291002
Старица,3,171360,56.514876,34.9336396
Тверь,3,170000,56.8586059,35.9116761
Торжок,3,172000,57.04133,34.9602344
Торопец,3,172842,56.5012188,31.6355466
Удомля,3,171841,57.8787314,35.0167348
Асино,7,636840,56.9907085,86.1765257
Кедровый,7,636615,57.561869,79.5677821
Колпашево,7,636460,58.3114253,82.9025829
Северск,7,636000,56.6031285,84.8809926
Стрежевой,7,636780,60.732895,77.604122
Томск,7,634000,56.4845804,84.9481582
Алексин,3,301352,54.5083349,37.0478067
Белев,3,301530,53.8114179,36.1382247
Богородицк,3,301830,53.7701014,38.1225152
Болохово,3,301280,54.0820349,37.826724
Венев,3,301320,54.3542315,38.2642236
Донской,3,301760,53.9678944,38.3371824
Ефремов,3,301840,53.1464766,38.0921657
Кимовск,3,301720,53.9698378,38.5380808
Киреевск,3,301260,53.9319555,37.9220351
Липки,3,301264,53.9417551,37.7020148
Новомосковск,3,301650,54.0109075,38.2914024
Плавск,3,301470,53.7096415,37.2862352
Советск,3,301205,53.9338874,37.6316141
Суворов,3,301430,54.1343585,36.4807419
Тула,3,300000,54.1920559,37.6153842
Узловая,3,301600,53.9730452,38.1763201
Чекалин,3,301414,54.0984438,36.2474142
Щекино,3,301240,54.0020652,37.5176288
Ясногорск,3,301030,54.4795484,37.6896048
Ак-Довурак,7,668050,51.178452,90.5985129
Кызыл,7,667000,51.7191047,94.4376882
Туран,7,668510,52.1449619,93.9173396
Чадан,7,668110,51.2844502,91.5788609
Шагонар,7,668210,51.5346393,92.9199675
Заводоуковск,5,627140,56.5027463,66.5513613
Ишим,5,627705,56.1104858,69.4795776
Тобольск,5,626150,58.2017299,68.2538558
Тюмень,5,625000,57.1529744,65.5344099
Ялуторовск,5,627010,56.6547289,66.3122992
Воткинск,4,427430,57.0518149,53.9873096
Глазов,4,427620,58.1359233,52.6635038
Ижевск,4,426000,56.852738,53.2114896
Камбарка,4,427950,56.2659916,54.193374
Можга,4,427752,56.4427774,52.2137886
Сарапул,4,427960,56.4615767,53.8037657
Барыш,4,433750,53.6533992,47.1181134
Димитровград,4,433500,54.2167926,49.6262585
Инза,4,433030,53.8549647,46.3533459
Новоульяновск,4,433300,54.1447956,48.3910789
Сенгилей,4,433380,53.958964,48.7768269
Ульяновск,4,432000,54.3079415,48.3748487
Амурск,10,682640,50.2344147,136.8792444
Бикин,10,682970,46.8185743,134.2550718
Вяземский,10,682950,47.5353379,134.7553856
Комсомольск-на-Амуре,10,681000,50.5498936,137.0079408
Николаевск-на-Амуре,10,682460,53.1460657,140.7111367
Советская Гавань,10,682800,48.9664966,140.285174
Хабаровск,10,680000,48.4647258,135.0598942
Абаза,7,655750,52.6516647,90.0885686
Абакан,7,655000,53.7223325,91.4436721
Саяногорск,7,655602,53.1008083,91.4122454
Сорск,7,655111,54.0002888,90.2594446
Черногорск,7,655151,53.8259342,91.3260229
Белоярский,5,628160,63.7121099,66.6772226
Когалым,5,628481,62.2639527,74.4829794
Лангепас,5,628671,61.2536939,75.1807763
Лянтор,5,628449,61.6392863,72.179409
Мегион,5,628680,61.0318712,76.1025878
Нефтеюганск,5,628301,61.0882676,72.6164079
Нижневартовск,5,628600,60.9396698,76.5696184
Нягань,5,628181,62.1454701,65.3946047
Покачи,5,628660,61.7422169,75.5941517
Пыть-Ях,5,628380,60.7585833,72.8365617
Радужный,5,628461,62.1342888,77.4584094
Советский,5,628240,61.3706913,63.5667222
Сургут,5,628400,61.2541083,73.3961587
Урай,5,628280,60.1296954,64.8038508
Ханты-Мансийск,5,628000,61.0023984,69.0184798
Югорск,5,628260,61.3123568,63.3365484
Аша,5,456015,54.9906527,57.2783953
Бакал,5,456900,54.9406399,58.8051698
Верхнеуральск,5,457670,53.8760961,59.2169852
Верхний Уфалей,5,456800,56.0487158,60.2318886
Еманжелинск,5,456580,54.7554548,61.3243477
Златоуст,5,456200,55.1714905,59.6725549
Карабаш,5,456140,55.4852323,60.2358881
Карталы,5,457353,53.0536197,60.6478408
Касли,5,456833,55.8868784,60.7421663
Катав-Ивановск,5,456110,54.7521438,58.1983648
Копейск,5,456600,55.116665,61.6179185
Коркино,5,456550,54.8903147,61.4034576
Куса,5,456940,55.3386053,59.4385778
Кыштым,5,456870,55.7061276,60.5563781
Магнитогорск,5,455000,53.4072153,58.9791437
Миасс,5,456300,55.0456457,60.1077572
Миньяр,5,456007,55.0709557,57.548478
Нязепетровск,5,456971,56.0536895,59.6097202
Озерск,5,456780,55.763154,60.7076198
Пласт,5,457020,54.3692764,60.8151894
Сатка,5,456913,55.0405288,59.0288975
Сим,5,456020,54.9907827,57.6900155
Снежинск,5,456770,56.0851495,60.7324914
Трехгорный,5,456080,54.8178249,58.4464194
Троицк,5,457100,54.0843745,61.5586831
Усть-Катав,5,456040,54.9260812,58.152805
Чебаркуль,5,456439,54.9818567,60.3773121
Челябинск,5,454000,55.1602624,61.4008078
Южноуральск,5,457040,54.448927,61.2581158
Юрюзань,5,456120,54.854662,58.4226698
Грозный,3,364000,43.3180145,45.698291
Гудермес,3,366200,43.3519142,46.1035645
Курчалой,3,366314,43.2046547,46.0889364
Шали,3,366300,43.1488691,45.9009629
Алатырь,3,429820,54.8397989,46.5721997
Канаш,3,429330,55.507,47.4918273
Козловка,3,429430,55.8406025,48.2577735
Мариинский Посад,3,429570,56.111923,47.7142942
Новочебоксарск,3,429950,56.1094977,47.4791113
Цивильск,3,429900,55.8650213,47.4729349
Чебоксары,3,428000,56.1438298,47.2489782
Шумерля,3,429120,55.4962415,46.4182681
Ядрин,3,429061,55.9406974,46.2020896
Анадырь,12,689000,64.7313924,177.5015421
Билибино,12,689450,68.0584191,166.4388172
Певек,12,689400,69.7016661,170.2999022
Алдан,9,678900,58.6094283,125.3817188
Верхоянск,10,678530,67.5502451,133.390735
Вилюйск,9,678200,63.7517616,121.627284
Ленск,9,678141,60.7276196,114.9548255
Мирный,9,678170,62.536232,113.9667728
Нерюнгри,9,678960,56.6599953,124.7202403
Нюрба,9,678450,63.2828955,118.3242437
Олекминск,9,678100,60.3758006,120.4060878
Покровск,9,678000,61.4843503,129.1482392
Среднеколымск,11,678790,67.4582218,153.7069425
Томмот,9,678953,58.9586859,126.2875462
Удачный,9,678188,66.4071765,112.3061555
Якутск,9,677000,62.0281405,129.7325887
Губкинский,5,629830,64.4457594,76.4713274
Лабытнанги,5,629400,66.6592841,66.3883009
Муравленко,5,629601,63.7940552,74.4948635
Надым,5,629734,65.5377966,72.5182736
Новый Уренгой,5,629300,66.0839433,76.6809681
Ноябрьск,5,629800,63.2018039,75.4510581
Салехард,5,629000,66.5492077,66.6085318
Тарко-Сале,5,629850,64.9118803,77.7610236
Гаврилов-Ям,3,152240,57.3091058,39.8546444
Данилов,3,152070,58.1860098,40.1795067
Любим,3,152470,58.3620228,40.686841
Мышкин,3,152830,57.7881684,38.4544224
Переславль-Залесский,3,152020,56.7360544,38.8543617
Пошехонье,3,152850,58.5062879,39.1208434
Ростов,3,152150,57.2051315,39.4378622
Рыбинск,3,152900,58.0485495,38.8584119
Тутаев,3,152300,57.8674993,39.5369627
Углич,3,152610,57.5224249,38.3020044
Ярославль,3,150000,57.6215477,39.8977411
